,index,ADDRESS,LOCATION,POINT
344,532,2294 BEDFORD AVENUE BROOKLYN NY 11226,"2294, Bedford Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA","(40.64774505, -73.9560182874136, 0.0)"
345,533,5840 AMBOY ROAD STATEN ISLAND NY 10309,"5840, Amboy Road, Pleasant Plains, Richmond County, NYC, New York, 10309, USA","(40.5259428666667, -74.2023112, 0.0)"
346,534,522 CITY ISLAND AVE BRONX NY 10464,"522, City Island Avenue, City Island, Bronx County, NYC, New York, 10464, USA","(40.8526445, -73.7891937249937, 0.0)"
347,538,11446 ROCKAWAY BOULEVARD QUEENS NY 11420,"Rockaway Boulevard, South Ozone Park, Queens County, NYC, New York, 11420, USA","(40.676426, -73.821008, 0.0)"
348,539,16302 CROSS BAY BOULEVARD QUEENS NY 11414,"Cross Bay Boulevard, Howard Beach, Queens County, NYC, New York, 11693, USA","(40.6633202, -73.8407848, 0.0)"
349,540,12517 ROCKAWAY BOULEVARD QUEENS NY 11420,"Rockaway Boulevard, South Ozone Park, Queens County, NYC, New York, 11420, USA","(40.676426, -73.821008, 0.0)"
350,542,6824 COLONIAL ROAD BROOKLYN NY 11220,"6824, Colonial Road, Bay Ridge, Kings County, NYC, New York, 11220, USA","(40.6375814, -74.0313506, 0.0)"
351,543,621 9 AVENUE MANHATTAN NY 10036,"Manhattan, New York County, NYC, New York, USA","(40.7900869, -73.9598295, 0.0)"
352,544,8302 NORTHERN BOULEVARD QUEENS NY 11372,"Northern Boulevard, Jackson Heights, Queens County, NYC, New York, 11372, USA","(40.755392, -73.887523, 0.0)"
353,545,793 FAIRVIEW AVENUE QUEENS NY 11385,"I O Cafe, 793, Fairview Avenue, Ridgewood, Queens County, NYC, New York, 11385, USA","(40.7047502, -73.9023202, 0.0)"
354,546,157 MOTT STREET MANHATTAN NY 10013,"Pho Bang, 157, Mott Street, Five Points, Little Italy, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10013, USA","(40.71950345, -73.9965331719952, 0.0)"
355,547,4 TIMES SQUARE MANHATTAN NY 10036,"Condé Nast Building, 4, Times Square, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, NY 10036, USA","(40.75604035, -73.9857229817594, 0.0)"
356,548,95 WEST BROADWAY MANHATTAN NY 10013,"95, West Broadway, TriBeCa, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10013, USA","(40.7156646, -74.0088987, 0.0)"
357,549,4231 BELL BOULEVARD QUEENS NY 11361,"Bell Boulevard, Oakland Gardens, Queens, Queens County, NYC, New York, 11364, USA","(40.7521662, -73.7638406, 0.0)"
358,550,123 MACDOUGAL ST MANHATTAN NY 10012,"Ben's Pizzeria, 123, MacDougal Street, University Village, Greenwich Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA","(40.7303941, -74.0003007, 0.0)"
359,551,2870 LINDEN BOULEVARD BROOKLYN NY 11208,"Linden Boulevard, East New York, Kings County, NYC, New York, 11208, USA","(40.6669157, -73.8716051, 0.0)"
360,552,2331 ARTHUR AVE BRONX NY 10458,"2331, Arthur Avenue, Belmont, The Bronx, Bronx County, NYC, New York, 10458, USA","(40.8542071, -73.8890939684531, 0.0)"
361,553,75 WASHINGTON PLACE MANHATTAN NY 10011,"Blue Hill, 75, Washington Place, Washington Square Village, Greenwich Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10011, USA","(40.7320396, -73.9995703, 0.0)"
362,557,2919 DITMARS BOULEVARD QUEENS NY 11105,"Ditmars Boulevard, Astoria, Queens County, NYC, New York, 11370, USA","(40.7824664, -73.9196722, 0.0)"
363,558,6187 STRICKLAND AVENUE BROOKLYN NY 11234,"6187, Strickland Avenue, Bergen Beach, Kings County, NYC, New York, 11234, USA","(40.6097913333707, -73.9138312499832, 0.0)"
364,559,8110 ROOSEVELT AVENUE QUEENS NY 11372,"Roosevelt Avenue, Jackson Heights, Queens County, NYC, New York, 11372, USA","(40.7468181, -73.8917049, 0.0)"
365,560,1278 NOSTRAND AVENUE BROOKLYN NY 11226,"1278, Nostrand Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA","(40.65591465, -73.95035235, 0.0)"
366,561,22003 HILLSIDE AVENUE QUEENS NY 11427,"Hillside Avenue, Bellaire, Queens, Queens County, NYC, New York, 11427, USA","(40.722091, -73.757974, 0.0)"
367,562,5788 MOSHOLU AVENUE BRONX NY 10471,"5788, Mosholu Avenue, Riverdale, Bronx County, NYC, New York, 10471, USA","(40.9053195, -73.8977714, 0.0)"
368,563,249 ELDRIDGE STREET MANHATTAN NY 10002,"249, Eldridge Street, Chinatown, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA","(40.7229451, -73.9896209, 0.0)"
369,564,1057 LEXINGTON AVENUE MANHATTAN NY 10021,"1057, Lexington Avenue, Upper East Side, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10021, USA","(40.7724145, -73.9605847, 0.0)"
370,567,56 BEAVER STREET MANHATTAN NY 10004,"Delmonico's, 56, Beaver Street, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10004, USA","(40.7050005, -74.0102731, 0.0)"
371,568,1309 PROSPECT AVENUE BRONX NY 10459,"1309, Prospect Avenue, South Bronx, The Bronx, Bronx County, NYC, New York, 10459, USA","(40.8282078888889, -73.8981875555556, 0.0)"
372,569,4160 HYLAN BOULEVARD STATEN ISLAND NY 10308,"4160, Hylan Boulevard, Woods of Arden, Staten Island, Richmond County, NYC, New York, 10308, USA","(40.538476, -74.1491015, 0.0)"
373,570,28 MOTT STREET MANHATTAN NY 10013,"28, Mott Street, Five Points, Little Italy, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10013, USA","(40.7146346, -73.9985573682031, 0.0)"
374,573,79 E 7TH ST MANHATTAN NY 10003,"79, East 7th Street, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10003, USA","(40.727378, -73.9862399893979, 0.0)"
375,574,1845 BROADWAY MANHATTAN NY 10023,"Sapphire, 1845, Broadway, Columbus Circle, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10023, USA","(40.7693806, -73.9823988, 0.0)"
376,575,121 ESSEX STREET MANHATTAN NY 10002,"121, Essex Street, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA","(40.7196522, -73.9878929480683, 0.0)"
377,576,2567 STEINWAY STREET QUEENS NY 11103,"Steinway Street, Sunnyside Gardens, Queens County, NYC, New York, NY 11106, USA","(40.7552273, -73.922067, 0.0)"
378,579,13661 ROOSEVELT AVENUE QUEENS NY 11354,"Roosevelt Avenue, Linden Hill, Queens, Queens County, NYC, New York, 11354, USA","(40.7585517, -73.8330277, 0.0)"
379,580,4818 NORTHERN BOULEVARD QUEENS NY 11101,"Northern Boulevard, Sunnyside, Queens County, NYC, New York, 11101, USA","(40.7493411, -73.9365677, 0.0)"
380,581,222 CLINTON AVENUE BROOKLYN NY 11205,"222, Clinton Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11205, USA","(40.6913367, -73.9690064016781, 0.0)"
381,583,657 MYRTLE AVENUE BROOKLYN NY 11205,"657, Myrtle Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11205, USA","(40.69460295, -73.9574611, 0.0)"
382,588,7328 BELL BOULEVARD QUEENS NY 11364,"Bell Boulevard, Oakland Gardens, Queens, Queens County, NYC, New York, 11364, USA","(40.7606943, -73.7695804, 0.0)"
383,592,137 WYCKOFF AVENUE BROOKLYN NY 11237,"137, Wyckoff Avenue, Ridgewood, Kings County, NYC, New York, 11237, USA","(40.7040128, -73.9185351, 0.0)"
384,594,1674 10 AVENUE BROOKLYN NY 11215,"1674, Avenue Y, Gravesend, Kings County, NYC, New York, 11235, USA","(40.5901853500256, -73.9530811643139, 0.0)"
385,595,1305 86 STREET BROOKLYN NY 11228,"86 St, Gravesend, Kings County, NYC, New York, 11223, USA","(40.5906494, -73.975127, 0.0)"
386,596,556 DRIGGS AVENUE BROOKLYN NY 11211,"556, Driggs Avenue, Greenpoint, Kings County, NYC, New York, 11211, USA","(40.7170007, -73.9566278, 0.0)"
387,597,709 LORIMER STREET BROOKLYN NY 11211,"709, Lorimer Street, Greenpoint, Kings County, NYC, New York, 11211, USA","(40.71809255, -73.9502882816778, 0.0)"
388,598,200 MADISON AVENUE MANHATTAN NY 10016,"200 Madison Avenue, 200, Madison Avenue, Midtown South, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10016, USA","(40.7488852, -73.9827039003413, 0.0)"
389,601,2025 CHURCH AVENUE BROOKLYN NY 11226,"2025, Church Avenue, Flatbush, BK, Kings County, NYC, New York, 11226, USA","(40.650301, -73.9601161, 0.0)"
390,603,4220 WHITE PLAINS ROAD BRONX NY 10466,"4220, White Plains Road, Wakefield, The Bronx, Bronx County, NYC, New York, 10466, USA","(40.8939948, -73.8568371, 0.0)"
391,606,5602 METROPOLITAN AVENUE QUEENS NY 11385,"Metropolitan Avenue, Middle Village, Queens County, NYC, New York, 11415, USA","(40.7123624, -73.8912961, 0.0)"
392,607,9712 METROPOLITAN AVE QUEENS NY 11375,"Metropolitan Avenue, Ridgewood, Queens County, NYC, New York, 11415, USA","(40.712697, -73.900596, 0.0)"
393,608,3725 MAIN STREET QUEENS NY 11354,"Main Street, Linden Hill, Queens, Queens County, NYC, New York, 11354, USA","(40.7629068, -73.8319907, 0.0)"
394,609,1208 NEPTUNE AVENUE BROOKLYN NY 11224,"1208, Neptune Avenue, West Brighton, Kings County, NYC, New York, 11224, USA","(40.579338010101, -73.9798135858586, 0.0)"
395,610,1758 PITKIN AVENUE BROOKLYN NY 11212,"1758, Pitkin Avenue, Brownsville, BK, Kings County, NYC, New York, 11212, USA","(40.6699687272727, -73.9082702727273, 0.0)"
396,611,3611 KINGSBRIDGE AVENUE BRONX NY 10463,"3611, Kingsbridge Avenue, Kingsbridge, The Bronx, Bronx County, NYC, New York, 10463, USA","(40.8840446363636, -73.9024743737374, 0.0)"
397,612,183 GRAHAM AVENUE BROOKLYN NY 11206,"183, Graham Avenue, Williamsburg Houses, Kings County, NYC, New York, 11206, USA","(40.70830885, -73.9436007374822, 0.0)"
398,613,3706 EAST TREMONT AVENUE BRONX NY 10465,"3706, East Tremont Avenue, Schuylerville, The Bronx, Bronx County, NYC, New York, 10465, USA","(40.82694825, -73.8226765, 0.0)"
399,614,12521 ROCKAWAY BOULEVARD QUEENS NY 11420,"Rockaway Boulevard, South Ozone Park, Queens County, NYC, New York, 11420, USA","(40.676426, -73.821008, 0.0)"
400,615,13131 MERRICK BOULEVARD QUEENS NY 11434,"Merrick Boulevard, Locust Manor, Queens County, NYC, New York, 11422, USA","(40.6891513, -73.7771944, 0.0)"
401,616,13857 QUEENS BOULEVARD QUEENS NY 11435,"13857, Queens Boulevard, Kew Gardens, Queens, Queens County, NYC, New York, 11435, USA","(40.7088565408163, -73.8190406938776, 0.0)"
402,617,8205 NORTHERN BOULEVARD QUEENS NY 11372,"Northern Boulevard, Jackson Heights, Queens County, NYC, New York, 11372, USA","(40.755392, -73.887523, 0.0)"
403,618,41 ST MARKS PLACE MANHATTAN NY 10003,"Cafe Orlin, 41, Saint Mark's Place, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10003, USA","(40.7284998, -73.9870924, 0.0)"
404,619,7311 METROPOLITAN AVENUE QUEENS NY 11379,"Metropolitan Avenue, Middle Village, Queens County, NYC, New York, 11379, USA","(40.7133425, -73.8696292, 0.0)"
405,620,905 MYRTLE AVENUE BROOKLYN NY 11206,"Mike's Pizza, 905, Myrtle Avenue, Bed-Stuy, BK, Kings County, NYC, New York, 11206, USA","(40.6958132, -73.9465644, 0.0)"
406,621,752 NOSTRAND AVENUE BROOKLYN NY 11216,"752, Nostrand Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11216, USA","(40.67296685, -73.95043735, 0.0)"
407,622,1555 NOSTRAND AVENUE BROOKLYN NY 11226,"1555, Nostrand Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA","(40.6479876296296, -73.949160037037, 0.0)"
408,623,2107 BROADWAY QUEENS NY 11106,"Broadway, Astoria, Queens County, NYC, New York, 11373, USA","(40.7620509, -73.9255515, 0.0)"
409,624,5921 RIVERDALE AVENUE BRONX NY 10471,"5921, Riverdale Avenue, Riverdale, Bronx County, NYC, New York, 10471, USA","(40.9073443, -73.904179, 0.0)"
410,626,72 GROVE STREET MANHATTAN NY 10014,"72, Grove Street, West Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10014, USA","(40.73316395, -74.0027306492236, 0.0)"
411,627,679 9 AVENUE MANHATTAN NY 10036,"Manhattan, New York County, NYC, New York, USA","(40.7900869, -73.9598295, 0.0)"
412,629,1535 BROADWAY MANHATTAN NY 10036,"New York Marriott Marquis, 1535, Broadway, Times Square, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10019, USA","(40.7586143, -73.9862046169858, 0.0)"
413,631,5422 ROOSEVELT AVENUE QUEENS NY 11377,"Roosevelt Avenue, Woodside, Queens County, NYC, New York, 11377, USA","(40.744941, -73.909587, 0.0)"
414,633,494 HUDSON STREET MANHATTAN NY 10014,"494, Hudson Street, West Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10014, USA","(40.73281785, -74.0061940493997, 0.0)"
415,634,656 MORRIS PARK AVENUE BRONX NY 10462,"656, Morris Park Avenue, Van Nest, The Bronx, Bronx County, NYC, New York, 10462, USA","(40.844712, -73.8674264259434, 0.0)"
416,635,26 BROADWAY MANHATTAN NY 10004,"26 Broadway, 26, Broadway, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10004, USA","(40.7053128, -74.0129107229046, 0.0)"
417,638,25412 NORTHERN BOULEVARD QUEENS NY 11362,"Northern Boulevard, Douglaston, Queens, Queens County, NYC, New York, 11362, USA","(40.7636245, -73.7507934, 0.0)"
418,639,473 BERGEN STREET BROOKLYN NY 11217,"473, Bergen Street, Prospect Heights, BK, Kings County, NYC, New York, 11217, USA","(40.6809513, -73.9747996, 0.0)"
419,640,690 GRAND STREET BROOKLYN NY 11211,"Bahia, 690, Grand Street, Williamsburg, Kings County, NYC, New York, 11211, USA","(40.7113887, -73.9449741, 0.0)"
420,641,3920 BROADWAY MANHATTAN NY 10032,"3920, Broadway, Washington Heights, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10032, USA","(40.8385018, -73.9413049, 0.0)"
421,642,368 COLUMBUS AVENUE MANHATTAN NY 10024,"Cafe Frida, 368, Columbus Avenue, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10024, USA","(40.7809719, -73.9764333, 0.0)"
422,643,686 5 AVENUE BROOKLYN NY 11215,"686, Avenue Y, Gravesend, Kings County, NYC, New York, 11235, USA","(40.5891286666667, -73.9626896666667, 0.0)"
423,645,10436 ROCKAWAY BLVD QUEENS NY 11417,"Rockaway Boulevard, Ozone Park, Queens County, NYC, New York, 11417, USA","(40.679862, -73.83883, 0.0)"
424,646,1412 MYRTLE AVENUE BROOKLYN NY 11237,"1412, Myrtle Avenue, Bushwick, Kings County, NYC, New York, 11237, USA","(40.698658, -73.918996, 0.0)"
425,647,1821 KINGS HIGHWAY BROOKLYN NY 11229,"Memo Shish Kebab, 1821, Kings Highway, Midwood, BK, Kings County, NYC, New York, 11229, USA","(40.6103381, -73.9548828, 0.0)"
426,649,1862 NOSTRAND AVE BROOKLYN NY 11226,"1862, Nostrand Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA","(40.6402428, -73.9485895, 0.0)"
427,652,20818 CROSS ISLAND PARKWAY QUEENS NY 11360,"Cross Island Parkway, Beechhurst, Queens, Queens County, NYC, New York, 11360, USA","(40.7893483, -73.7860798, 0.0)"
428,654,26 RICHMOND HILL ROAD STATEN ISLAND NY 10314,"26, Richmond Hill Road, Heartland Village, Staten Island, Richmond County, NYC, New York, 10314, USA","(40.5881779, -74.1669099223034, 0.0)"
429,656,7402 ELIOT AVENUE QUEENS NY 11379,"Eliot Avenue, Middle Village, Queens County, NYC, New York, 11379, USA","(40.7223555, -73.8849505, 0.0)"
430,659,873 BROADWAY MANHATTAN NY 10003,"Production Central, 873, Broadway, Flatiron District, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10003, USA","(40.7381445, -73.9903777, 0.0)"
431,661,2390 BELL BOULEVARD QUEENS NY 11360,"Bell Boulevard, Oakland Gardens, Queens, Queens County, NYC, New York, 11364, USA","(40.7521662, -73.7638406, 0.0)"
432,662,17150 NORTHERN BOULEVARD QUEENS NY 11358,"Northern Boulevard, Murray Hill, Queens, Queens County, NYC, New York, 11362, USA","(40.7577494, -73.7943852, 0.0)"
433,663,1972 RALPH AVENUE BROOKLYN NY 11236,"1972, Ralph Avenue, Paerdegat, BK, Kings County, NYC, New York, 11234, USA","(40.6292615, -73.9184035, 0.0)"
434,664,854 ARTHUR KILL ROAD STATEN ISLAND NY 10312,"Boston Market, 854, Arthur Kill Road, Greenridge, Staten Island, Richmond County, NYC, New York, 10312, USA","(40.5606329, -74.1687013141924, 0.0)"
435,665,2530 HYLAN BOULEVARD STATEN ISLAND NY 10306,"2530, Hylan Boulevard, New Dorp, Staten Island, Todt Hill, Richmond County, NYC, New York, 10306, USA","(40.56994, -74.110158, 0.0)"
436,667,5124 NORTHERN BOULEVARD QUEENS NY 11377,"Northern Boulevard, Woodside, Queens County, NYC, New York, 11377, USA","(40.7532938, -73.9069106, 0.0)"
437,668,59 CHELSEA PIERS MANHATTAN NY 10011,"Chelsea Piers, Chelsea, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, NY  10011, USA","(40.7469115, -74.0082455, 0.0)"
438,670,177 8 AVENUE MANHATTAN NY 10011,"Manhattan, New York County, NYC, New York, USA","(40.7900869, -73.9598295, 0.0)"
439,671,2920 BROADWAY MANHATTAN NY 10027,"Alfred Lerner Hall, 2920, Broadway, Morningside Heights, Manhattan, Manhattan Community Board 9, New York County, NYC, New York, 10027, USA","(40.8068364, -73.9640100237812, 0.0)"
440,673,1445 RICHMOND AVENUE STATEN ISLAND NY 10314,"1445, Richmond Avenue, Bulls Head, Staten Island, Richmond County, NYC, New York, 10314, USA","(40.6116962, -74.1574815949754, 0.0)"
441,674,1611 AVENUE M BROOKLYN NY 11230,"1611, Avenue M, Midwood, BK, Kings County, NYC, New York, 11230, USA","(40.6182190408163, -73.9588967959184, 0.0)"
442,675,1600 BRUCKNER BOULEVARD BRONX NY 10473,"1600, Bruckner Boulevard, Hunts Point, The Bronx, Bronx County, NYC, New York, 10473, USA","(40.8227426, -73.8738292, 0.0)"
443,676,13515 LEFFERTS BOULEVARD QUEENS NY 11420,"Lefferts Boulevard, South Ozone Park, Queens County, NYC, New York, 11420, USA","(40.6745002, -73.8196414, 0.0)"
444,678,1602 GRAVESEND NECK ROAD BROOKLYN NY 11229,"1602, Gravesend Neck Road, Sheepshead Bay, Kings County, NYC, New York, 11229, USA","(40.5950125, -73.9544406, 0.0)"
445,679,3405 CHURCH AVENUE BROOKLYN NY 11203,"3405, Church Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11203, USA","(40.65122075, -73.9454305479059, 0.0)"
446,680,221 AVENUE A MANHATTAN NY 10009,"221, Avenue A, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA","(40.73025215, -73.9808155657355, 0.0)"
447,683,575 HUDSON STREET MANHATTAN NY 10014,"575, Hudson Street, West Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10014, USA","(40.7361182, -74.0062017020645, 0.0)"
448,685,14612 LIBERTY AVENUE QUEENS NY 11435,"Liberty Avenue, Jamaica, Queens County, NYC, New York, 11435, USA","(40.6958869, -73.8048517, 0.0)"
449,687,559 LORIMER STREET BROOKLYN NY 11211,"559, Lorimer Street, Greenpoint, Kings County, NYC, New York, 11211, USA","(40.7136296, -73.949497165, 0.0)"
450,688,377 SENECA AVENUE QUEENS NY 11385,"377, Seneca Avenue, Ridgewood, Queens County, NYC, New York, 11385, USA","(40.7072176, -73.9147769571502, 0.0)"
451,689,1407 BROADWAY MANHATTAN NY 10018,"1407 Broadway, 1407, Broadway, Times Square, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10018, USA","(40.753531, -73.9876248263453, 0.0)"
452,690,215 COURT STREET BROOKLYN NY 11201,"215, Court Street, Cobble Hill Historic District, Kings County, NYC, New York, 11201, USA","(40.68667185, -73.9935438770152, 0.0)"
453,691,77 ST MARKS PLACE MANHATTAN NY 10003,"77, Saint Mark's Place, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10003, USA","(40.72793655, -73.9856216068826, 0.0)"
454,692,81 AVENUE A MANHATTAN NY 10009,"Sing Sing, 81, Avenue A, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA","(40.7251191, -73.9843896, 0.0)"
455,694,1309 METROPOLITAN AVENUE BRONX NY 10462,"1309, Metropolitan Avenue, Parkchester, The Bronx, Bronx County, NYC, New York, 10462, USA","(40.8341623333333, -73.8610455, 0.0)"
456,695,160 BROADWAY MANHATTAN NY 10038,"160, Broadway, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10038, USA","(40.70937965, -74.0100296338982, 0.0)"
457,696,917 MANOR ROAD STATEN ISLAND NY 10314,"917, Manor Road, Castleton Corners, Staten Island, Todt Hill, Richmond County, NYC, New York, 10314, USA","(40.60439225, -74.1205629156551, 0.0)"
458,697,129 GATES AVENUE BROOKLYN NY 11238,"129, Gates Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11238, USA","(40.6849008, -73.9629318, 0.0)"
459,698,132 CROSBY STREET MANHATTAN NY 10012,"132, Crosby Street, Crosby St 39-73, SoHo, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA","(40.7247777, -73.996323, 0.0)"
460,699,802-804 KINGS HIGHWAY BROOKLYN NY 11223,"802, Kings Highway, Gravesend, BK, Kings County, NYC, New York, 11223, USA","(40.6064537755102, -73.9644138979592, 0.0)"
